Accuracy Gene,Completeness Genus,Completeness Phylum,Homogeneity Genus,Homogeneity Phylum,Index,MCC Gene,Memory Indexing,Memory Searching,Sensitivity Gene,Specificity Gene,Time Indexing,Time Searching,Time Searching Kmeans,Time Training Kmeans,V-Measure Genus,V-Measure Phylum
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58713126,0.928571429,0.937007874,0.924128771,35.50436163,0.299596548,160.4756596,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58711991,0.928571429,0.937007874,0.924128771,34.94666171,0.291619301,158.7818866,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58713117,0.928571429,0.937007874,0.924128771,34.91047525,0.272633791,162.8641865,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58713399,0.928571429,0.937007874,0.924128771,34.93583965,0.272583485,160.1612554,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58713398,0.928571429,0.937007874,0.924128771,35.38477373,0.324739695,158.3239837,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58711991,0.928571429,0.937007874,0.924128771,35.11106706,0.31761384,157.9284911,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58711671,0.928571429,0.937007874,0.924128771,34.51006246,0.247606039,160.4089887,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58711991,0.928571429,0.937007874,0.924128771,35.06578732,0.256585121,160.3934505,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,Flat,0.340449685,1357139918,58711991,0.928571429,0.937007874,0.924128771,34.52145243,0.257606268,160.011188,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58713123,0.904109589,0.924528302,8.005434752,7.677503109,0.250062943,159.1699507,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58713398,0.904109589,0.924528302,8.005434752,8.061669111,0.284082174,160.99402,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58713399,0.904109589,0.924528302,8.005434752,7.391283274,0.267592192,161.3672092,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.005434752,7.997453928,0.257590771,159.6669433,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58713399,0.904109589,0.924528302,8.005434752,7.709012508,0.314683437,158.4310811,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.005434752,8.179262161,0.264098644,160.7387977,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58713398,0.904109589,0.924528302,8.005434752,7.570667982,0.282586575,158.2396045,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58713399,0.904109589,0.924528302,8.005434752,8.367498398,0.257082939,163.7363822,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,Flat",0.295491288,678508623,58713398,0.904109589,0.924528302,8.005434752,8.050846577,0.274605989,158.5228415,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58713124,0.904109589,0.924528302,8.271468878,7.429374218,0.257078886,159.6982017,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.271468878,8.483624935,0.252580881,159.6117351,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58713398,0.904109589,0.924528302,8.271468878,7.700486898,0.251627445,157.8919108,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.271468878,8.388949394,0.324618578,158.4970906,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.271468878,7.419317007,0.251612663,159.3954806,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58713399,0.904109589,0.924528302,8.271468878,8.162939072,0.324654579,160.2120545,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.271468878,7.790573359,0.253584623,159.2072618,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.271468878,8.10223341,0.275593996,158.1748247,0.594070706,0.032887396
0.309483726,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,Flat",0.295491288,678508623,58711991,0.904109589,0.924528302,8.271468878,7.538849831,0.260608912,159.9809828,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58713124,0.922222222,0.962406015,8.033753395,7.403360605,0.25506568,158.3573515,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58713398,0.922222222,0.962406015,8.033753395,7.768991232,0.279589891,158.142374,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58711991,0.922222222,0.962406015,8.033753395,8.091197014,0.321048975,159.0241559,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58711991,0.922222222,0.962406015,8.033753395,7.37246871,0.263585091,158.4545724,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58711991,0.922222222,0.962406015,8.033753395,8.074923277,0.304670095,157.3994071,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58711991,0.922222222,0.962406015,8.033753395,7.651945829,0.259610891,158.9085996,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58713398,0.922222222,0.962406015,8.033753395,7.929114103,0.297604322,159.0178528,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58711991,0.922222222,0.962406015,8.033753395,7.871657848,0.253601074,158.7606692,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,Flat",0.349668264,678508622,58713396,0.922222222,0.962406015,8.033753395,7.634265184,0.298606396,160.1682472,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58713122,0.922222222,0.962406015,8.177628279,7.914381266,0.259618044,158.403569,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58713399,0.922222222,0.962406015,8.177628279,8.094290018,0.262070656,158.3378508,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58713398,0.922222222,0.962406015,8.177628279,7.347899437,0.26662755,158.832715,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58711991,0.922222222,0.962406015,8.177628279,8.08821702,0.284595966,159.7479196,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58713399,0.922222222,0.962406015,8.177628279,7.364265919,0.263608932,161.1054454,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58711991,0.922222222,0.962406015,8.177628279,8.25851512,0.287606001,156.8553579,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58711991,0.922222222,0.962406015,8.177628279,7.570775032,0.260062933,158.2208183,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58711991,0.922222222,0.962406015,8.177628279,7.772084475,0.293618441,157.6111264,0.594070706,0.032887396
0.362443883,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,Flat",0.349668264,678508623,58711991,0.922222222,0.962406015,8.177628279,7.972963572,0.245650768,158.0892439,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58713125,0.928571429,0.937007874,117.3962462,97.17630839,0.254583836,158.2922857,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58712247,0.928571429,0.937007874,117.3962462,97.39568949,0.256062269,160.4100306,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58712247,0.928571429,0.937007874,117.3962462,97.56053758,0.263582706,157.4619296,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58712247,0.928571429,0.937007874,117.3962462,96.75370669,0.249588966,157.279187,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58713398,0.928571429,0.937007874,117.3962462,96.86965966,0.263070107,160.3474858,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58713399,0.928571429,0.937007874,117.3962462,97.12454343,0.312606096,159.7484591,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58712247,0.928571429,0.937007874,117.3962462,98.08893132,0.287605286,183.5268543,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58712247,0.928571429,0.937007874,117.3962462,98.20293832,0.256600857,159.1560311,0.594070706,0.032887396
0.353465208,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,Flat",0.340449597,678508622,58713399,0.928571429,0.937007874,117.3962462,97.42302489,0.255580187,158.4114377,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58713277,0.847826087,0.9625,35.21095443,0.364268303,0.305243015,164.5561721,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58712503,0.847826087,0.9625,35.21095443,0.317207098,0.273607492,164.3185625,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58712503,0.847826087,0.9625,35.21095443,0.332215071,0.274085522,163.956423,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58712503,0.847826087,0.9625,35.21095443,0.374114513,0.284600973,167.5800881,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58712503,0.847826087,0.9625,35.21095443,0.383622646,0.329482079,168.8187635,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58713227,0.847826087,0.9625,35.21095443,0.37480998,0.266599178,164.8189216,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58712503,0.847826087,0.9625,35.21095443,0.287261724,0.270593405,164.0776291,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58713399,0.847826087,0.9625,35.21095443,0.287569523,0.275624514,161.9703825,0.594070706,0.032887396
0.214786756,0.586435118,0.041674745,0.601907753,0.027160462,"PCA64,IVF4096,Flat",0.198602571,678508623,58712503,0.847826087,0.9625,35.21095443,0.325616837,0.257616997,158.3984494,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58713277,0.844444444,0.951807229,33.87733889,0.350695848,0.281600952,157.7730138,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58712503,0.844444444,0.951807229,33.87733889,0.327625751,0.253598213,157.748713,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58713398,0.844444444,0.951807229,33.87733889,0.274637222,0.260075092,157.1435752,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58713399,0.844444444,0.951807229,33.87733889,0.278548479,0.260068893,157.7856543,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58713398,0.844444444,0.951807229,33.87733889,0.272028446,0.257591486,158.1742752,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58713399,0.844444444,0.951807229,33.87733889,0.277670622,0.256581783,157.6927588,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58713399,0.844444444,0.951807229,33.87733889,0.284662962,0.263071299,157.9498668,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58713399,0.844444444,0.951807229,33.87733889,0.28260231,0.250066757,161.1853702,0.594070706,0.032887396
0.214997194,0.586435118,0.041674745,0.601907753,0.027160462,"PCAR64,IVF4096,Flat",0.198818896,678508622,58712503,0.844444444,0.951807229,33.87733889,0.279638052,0.262588978,160.1267869,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58713269,0.825396825,0.923611111,34.17332816,0.3075912,0.259596348,160.9876158,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58712503,0.825396825,0.923611111,34.17332816,0.300138474,0.297642708,162.3950825,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58712503,0.825396825,0.923611111,34.17332816,0.335701466,0.328612566,162.7214868,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58713398,0.825396825,0.923611111,34.17332816,0.292659998,0.253590345,164.3107634,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58713399,0.825396825,0.923611111,34.17332816,0.275595665,0.254589081,160.6231241,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58713398,0.825396825,0.923611111,34.17332816,0.274138451,0.276604414,161.6557651,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58712503,0.825396825,0.923611111,34.17332816,0.281574488,0.300620079,162.5340788,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58712503,0.825396825,0.923611111,34.17332816,0.355134964,0.258597612,162.880384,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAW64,IVF4096,Flat",0.313634121,678508622,58713399,0.825396825,0.923611111,34.17332816,0.307168245,0.362147808,162.6605513,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58713268,0.825396825,0.923611111,33.74493337,0.279138565,0.25806427,160.7767591,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58713399,0.825396825,0.923611111,33.74493337,0.286084652,0.282093525,161.7940984,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58712183,0.825396825,0.923611111,33.74493337,0.330674887,0.283074856,162.4782166,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58712503,0.825396825,0.923611111,33.74493337,0.349547625,0.257586002,162.3427241,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58713398,0.825396825,0.923611111,33.74493337,0.278627396,0.269589424,159.5095785,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58712503,0.825396825,0.923611111,33.74493337,0.283128262,0.258584976,159.886472,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58713399,0.825396825,0.923611111,33.74493337,0.280589819,0.256597281,158.9650841,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58713399,0.825396825,0.923611111,33.74493337,0.284642696,0.255069256,159.5477657,0.594070706,0.032887396
0.32723064,0.586435118,0.041674745,0.601907753,0.027160462,"PCAWR64,IVF4096,Flat",0.313634121,678508623,58713398,0.825396825,0.923611111,33.74493337,0.274060488,0.258588076,158.475445,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58713125,0.80952381,0.87654321,175.0003088,11.69561672,0.303602695,156.8319314,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58712247,0.80952381,0.87654321,175.0003088,12.19087577,0.263064146,156.9835267,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58712247,0.80952381,0.87654321,175.0003088,11.78784108,0.289590597,157.80039,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58712247,0.80952381,0.87654321,175.0003088,11.91164851,0.264063358,157.035985,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58713399,0.80952381,0.87654321,175.0003088,11.98701525,0.254076004,157.7117064,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58713398,0.80952381,0.87654321,175.0003088,11.96681404,0.312614679,158.1562304,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58712247,0.80952381,0.87654321,175.0003088,11.82725263,0.261063576,157.4139791,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58713398,0.80952381,0.87654321,175.0003088,12.17013645,0.305608273,156.0968232,0.594070706,0.032887396
0.242494388,0.586435118,0.041674745,0.601907753,0.027160462,"IVF4096,PQ16",0.22703034,678508622,58712247,0.80952381,0.87654321,175.0003088,11.64264965,0.258596659,156.9753067,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58713124,0.828571429,0.945945946,1093.331668,1.225413799,0.26960063,159.073626,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58712503,0.828571429,0.945945946,1093.331668,1.245985031,0.260600328,158.7717381,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58713399,0.828571429,0.945945946,1093.331668,1.261434078,0.307609081,157.5122714,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58712503,0.828571429,0.945945946,1093.331668,1.333988905,0.305623055,156.6877935,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58712503,0.828571429,0.945945946,1093.331668,1.682001591,0.299636841,156.5219808,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58712247,0.828571429,0.945945946,1093.331668,1.451577663,0.282621861,157.2289932,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58712503,0.828571429,0.945945946,1093.331668,1.503082991,0.295591593,156.5312994,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58713398,0.828571429,0.945945946,1093.331668,1.445613384,0.254588127,155.6057985,0.594070706,0.032887396
0.217452301,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ16,IVF4096,PQ16",0.201333129,678508623,58713399,0.828571429,0.945945946,1093.331668,1.558533192,0.261066914,157.6262906,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58713124,0.829268293,0.94047619,1292.90647,1.233401537,0.25605917,157.7358787,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58713398,0.829268293,0.94047619,1292.90647,1.270987511,0.242066622,156.5725219,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58713398,0.829268293,0.94047619,1292.90647,1.296982527,0.279612541,157.5521357,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58713399,0.829268293,0.94047619,1292.90647,1.225419044,0.25908041,156.9037254,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58713398,0.829268293,0.94047619,1292.90647,1.344081879,0.305617809,156.3404074,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58712247,0.829268293,0.94047619,1292.90647,1.328509331,0.293613911,157.0729833,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58712247,0.829268293,0.94047619,1292.90647,1.576595306,0.291091919,156.6873744,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58712503,0.829268293,0.94047619,1292.90647,1.618678093,0.294601917,157.7591472,0.594070706,0.032887396
0.222993827,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ32",0.206954071,678508623,58712503,0.829268293,0.94047619,1292.90647,1.62269783,0.267612934,156.9830179,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58713125,0.71875,0.855421687,1207.599902,0.941948891,0.254589558,156.8504634,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58712247,0.71875,0.855421687,1207.599902,0.899794102,0.25257802,157.3784623,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58713398,0.71875,0.855421687,1207.599902,1.008470297,0.326166153,156.3357685,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58712247,0.71875,0.855421687,1207.599902,0.947473049,0.291605234,155.9620047,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58712247,0.71875,0.855421687,1207.599902,1.126582384,0.27760148,155.4263575,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58712247,0.71875,0.855421687,1207.599902,1.117969513,0.254583836,155.7491639,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58713399,0.71875,0.855421687,1207.599902,0.969320774,0.248067379,156.7465765,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58712247,0.71875,0.855421687,1207.599902,0.950865746,0.257581711,155.9836993,0.594070706,0.032887396
0.210297419,0.586435118,0.041674745,0.601907753,0.027160462,"OPQ32,IVF4096,PQ16x4fsr",0.194051547,678508623,58712247,0.71875,0.855421687,1207.599902,0.946392536,0.252073526,156.9348135,0.594070706,0.032887396
